image_path,text
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/244.jpg,"a ( r _ { 2 } ) - a ( r _ { 1 } ) = - \frac { 1 } { 2 ^ { 1 3 } \cdot 3 ^ { 3 } \cdot 5 } \int _ { S ( r _ { 1 } , y ) } ^ { S ( r _ { 2 } , y ) } \mathrm { d }"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/245.jpg,a = \frac { Q } { 2 } \pm \sqrt { \frac { Q ^ { 2 } } { 4 } - \frac { 1 } { 2 } }
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/246.jpg,{ \tilde { \psi } } \big ( { \tilde { X } } _ { i } \big ) = \rho \psi \left( X _ { i } \right) .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/247.jpg,"f _ { b _ { + } d _ { + } a _ { - } } ( 0 , x _ { 2 } , x _ { 3 } ) = \frac { s g } { m } \sqrt { \frac { N } { 2 \pi } } \frac { f _ { a _ { + } a _ { - } } ( x _ { 2 } , x _ { 3 } ) } { \sqrt { x _ { 2 } } }"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/248.jpg,"\epsilon _ { 0 } ^ { ( i ) } ( k ) = 0 \ , \ \vec { k } \cdot \vec { \epsilon } ^ { ( i ) } ( \vec { k } ) = 0 \ i = 1 , 2"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/249.jpg,"H _ { \hat { \imath } } = \{ H _ { \hat { a } } , R _ { \hat { u } } \} \quad \hat { a } = D , \dots , 4 \quad u = 1 , \dots , q"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/250.jpg,\Delta ^ { i t } U ( a ) \Delta ^ { - i t } = U ( e ^ { - 2 \pi t } a ) \quad \mathrm { a n d } \quad J U ( a ) J = U ( - a ) .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/251.jpg,"N ^ { 2 } = { \frac { 1 } { a ^ { 2 } } } ( r ^ { 2 } - r _ { + } ^ { 2 } ) - { \frac { 2 G } { \pi } } q ^ { 2 } \ln { \frac { r } { r _ { + } } } ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/252.jpg,"| q , z , z ^ { \prime } > = \sum _ { m = 0 } ^ { \infty } \sum _ { i = 1 } ^ { m + 1 } c _ { m , | q | + m } ^ { i } | m , | q | + m ; i >"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/253.jpg,m ^ { 2 } + l ^ { 2 } + | \Upsilon | ^ { 2 } - 4 | \Gamma | ^ { 2 } \geq 0 .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/254.jpg,W = M x \bar { C } \bar { q } + N p \bar { q } + \bar { S } p ^ { 2 } u + \bar { S } x ^ { 2 } + H \bar { C } ^ { 2 } + \lambda \sum _ { l = 1 } ^ { k } H ^ { l l } .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/255.jpg,\bar { \mu } ^ { \dot { A } } = \left( X ^ { B \dot { A } } - i \Theta ^ { B } \bar { \Theta } ^ { \dot { A } } \right) \lambda _ { B } + 2 \bar { z } ^ { \dot { A } \dot { B } } \bar { \lambda } _ { \dot { B } } - i \bar { \Theta } ^ { \dot { A } } \bar { \Theta } ^ { \dot { B } } \bar { \lambda } _ { \dot { B } }
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/256.jpg,"V \rightarrow V + V _ { \epsilon } , V _ { \epsilon } = \frac { \epsilon ^ { n } } { \rho _ { 1 } \rho _ { 2 } }"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/257.jpg,j _ { 4 } = \frac { 3 D } { 2 } e ^ { - 2 \phi } e ^ { 2 \chi } c \partial c { \partial } ^ { 2 } c .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/258.jpg,"H = M _ { 0 } \sum _ { n = 1 } ^ { \infty } \sum _ { j = 1 } ^ { D - 2 } \omega _ { n } a _ { n } ^ { j + } a _ { n } ^ { j } + \frac { D - 2 } { 2 } M _ { 0 } \sum _ { n = 1 } ^ { \infty } \omega _ { n } { , }"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/259.jpg,\xi ( T ) \equiv \frac { 2 } { 3 } \bigg ( \frac { H ^ { \prime } ( T ) H ^ { \prime \prime \prime } ( T ) } { H ^ { 6 } ( T ) } \bigg ) ^ { \frac { 1 } { 2 } }
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/260.jpg,"| \epsilon ; p > = \lim _ { z , \bar { z } \rightarrow 0 } V ( z , \bar { z } ) | 0 >"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/261.jpg,"\alpha _ { 2 } r _ { 2 } = \pm \sqrt { r _ { 2 } ^ { 2 } + { r _ { 0 } ^ { 2 } / 4 } } - r _ { 0 } / 2 \ ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/262.jpg,"t r K ( t ) = ( 4 \pi t ) ^ { - 3 / 2 } \sum _ { k = 0 , 1 / 2 , 1 , . . . } ^ { \infty } ( \int _ { B ^ { 3 } } d v a _ { k } + \int _ { S ^ { 2 } } d s c _ { k } ) \exp ( - t V ^ { \prime \prime } ( \phi ) ) t ^ { k } ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/263.jpg,"P _ { { \cal S } } ( A ) = \sum _ { j = 1 , 2 } P _ { { \cal S } _ { j } / { \cal S } } P _ { { \cal S } _ { j } } ( A ) + 2 \sqrt { P _ { { \cal S } _ { 1 } / { \cal S } } P _ { { \cal S } _ { 1 } } ( A ) P _ { { \cal S } _ { 2 } / { \cal S } } P _ { { \cal S } _ { 2 } } ( A ) } \lambda ( A ; { \cal S } , { \cal S } _ { j } ) ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/264.jpg,"( 4 \pi ) ^ { 2 } \frac { d y ^ { - 1 } } { d t } = \varepsilon y ^ { - 1 } + \frac { 5 } { 4 } y ^ { - 2 } , y ( 0 ) = y _ { 0 } ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/265.jpg,"H = \sum _ { q _ { i } = x , \zeta } \dot { q } _ { i } \frac { \partial L } { \partial \dot { q } _ { i } } - L = - \frac { \kappa _ { 0 } } { 2 } \dot { x } ^ { 2 } + \frac { i g } { \kappa _ { 0 } } F _ { \mu \nu } \zeta ^ { \mu } \zeta ^ { \nu }"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/266.jpg,{ \frac { \dot { G } _ { N } } { G _ { N } } } = - { \frac { k ^ { 2 } } { 3 } } H .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/267.jpg,p = \frac { 1 } { 3 } < 1 ; a ( t ) \propto t ^ { 1 / 3 } .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/268.jpg,"\langle B _ { \mu \nu } ( x ) \varphi ( x ) \rangle = \varepsilon _ { \mu \nu \alpha } \partial _ { x } ^ { \alpha } G ( x - y ) ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/269.jpg,"R _ { X Y Z } { } ^ { W } = f _ { i A } ^ { W } f _ { Z } ^ { i B } { \cal R } _ { X Y B } { } ^ { A } , \qquad \delta _ { j } ^ { i } { \cal R } _ { X Y B } { } ^ { A } = f _ { W } ^ { i A } f _ { j B } ^ { Z } R _ { X Y Z } { } ^ { W } ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/270.jpg,T _ { \mu \nu \rho \sigma } ( p ) = i \int d ^ { 2 } x e ^ { i p x } \langle 0 \vert T \lbrack T _ { \mu \nu } ( x ) T _ { \rho \sigma } ( 0 ) \rbrack \vert 0 \rangle .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/271.jpg,( \frac { \eta ( { \tau } ) } { \eta ( p \tau ) } ) ^ { r } .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/272.jpg,"S = a c t , \mathrm { w h e r e } \ a = \sqrt { \frac { \kappa A } { 2 } - k }"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/273.jpg,"e ^ { 2 \bar { \rho } } = e ^ { - ( f _ { a } + f _ { b } ) / 3 } e ^ { 2 \rho } , \ \bar { \Omega } = e ^ { ( f _ { a } + f _ { b } ) / 2 } \Omega ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/274.jpg,\partial \widetilde { V } _ { M } = \bigsqcup _ { k = 1 } ^ { N _ { 0 } } S _ { k } ^ { 2 } .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/275.jpg,"A _ { 3 } = - { \frac { 1 } { 2 } } \partial _ { 4 } \nu , A _ { 4 } = { \frac { 1 } { 2 } } \partial _ { 3 } \nu ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/276.jpg,"u = \pm \frac { \eta } { \lambda } + \frac { \pi } { 2 } + u _ { n - 2 k - 1 } \quad ; \qquad k = 0 , \dots , n - 1 ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/277.jpg,{ \cal H } _ { 1 . c _ { 0 } \neq 0 } = \frac { s } { 2 c _ { 1 } ^ { 2 } c _ { 0 } } \left[ 2 \imath c _ { 1 } ^ { 2 } c _ { 0 } { \bf p } ( { \bf z } - { \bf { \bar { z } } } ) + ( c _ { 0 } ^ { 2 } - { \bf p } ^ { 2 } ) ( { \bf z } { \bar { \bf z } } - c _ { 1 } ^ { 2 } ) \right] .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/278.jpg,J _ { D 0 } ( p ) = \mathrm { T r } e ^ { i p X } = 2 \pi ( \theta ^ { - 1 } ) _ { 1 2 } \delta ( p ) \mp \frac { 1 } { k } \langle 0 | e ^ { i p X } | 0 \rangle .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/279.jpg,d s _ { 1 1 } ^ { 2 } = D _ { 2 } ^ { - { \frac { 2 } { 3 } } } ( - d t ^ { 2 } + d x _ { 1 } ^ { 2 } + d x _ { 2 } ^ { 2 } ) + D _ { 2 } ^ { \frac { 1 } { 3 } } ( d x _ { 3 } ^ { 2 } + \cdots + d x _ { 1 1 } ^ { 2 } )
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/280.jpg,"{ \cal { F } } = \frac { 1 } { 2 } e ^ { i } \wedge e ^ { j } ( D _ { i } { \cal { A } } _ { j } - D _ { j } { \cal { A } } _ { i } + \frac { i } { h } \{ { \cal { A } } _ { i } , { \cal { A } } _ { j } \} _ { s t a r } )"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/281.jpg,"X ^ { \mu } = x ^ { \mu } + p ^ { \mu } \tau + i \sum _ { n \neq 0 } \frac { 1 } { n } \alpha _ { n } ^ { \mu } \exp ^ { - i n \tau } c o s ( n \sigma ) , \nonumber"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/282.jpg,\nu ( N ) \equiv \frac { \log \frac { R _ { G } ( N ) } { R _ { G } ( \frac { N } { 2 } ) } } { \log ( 2 ) } \ .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/283.jpg,S ( E ) = - \int d ^ { d } r E _ { a } ^ { i } ( g ^ { - 1 } \partial _ { i } g ) ^ { a }
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/284.jpg,f \partial _ { i } g \partial _ { i } h = \frac { 1 } { 2 } ( \partial ^ { 2 } f g h - f \partial ^ { 2 } g h - f g \partial ^ { 2 } h ) + \frac { 1 } { 2 } \partial ^ { 2 } ( f g h ) - \partial _ { i } ( \partial _ { i } f g h ) .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/285.jpg,R _ { A B C D } = \frac { 4 \kappa ^ { 2 } \Lambda _ { b } } { d ( d - 1 ) } ( g _ { A C } g _ { B D } - g _ { A D } g _ { B C } ) =
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/286.jpg,\nabla _ { 1 } \Psi = \gamma ( e _ { 2 } ) \nabla _ { 2 } \Psi + \gamma ( e _ { 3 } ) \nabla _ { 3 } \Psi + . . . + \gamma ( e _ { 8 } ) \nabla _ { 8 } \Psi
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/287.jpg,\delta \Phi = - \frac { i } { 4 8 } { \bar { D } } ^ { 4 } D ^ { { \mathbf i } { \mathbf j } } ( L _ { { \mathbf i } { \mathbf j } } \Phi ) + \frac { i } { 4 8 } { \bar { D } } ^ { 4 } ( L _ { { \mathbf i } { \mathbf j } } D ^ { { \mathbf i } { \mathbf j } } \Phi ) \ .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/288.jpg,x ^ { T } ( z ) = x ( \frac { 1 } { f z } )
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/289.jpg,"{ \cal L } = \left\{ \begin{cases} { \eta \dot { A } _ { \alpha } \sigma _ { 3 } ^ { \alpha \beta } \partial A _ { \beta } - \partial A _ { \alpha } \cdot \partial A _ { \alpha } , } & { i f D = 4 k + 2 } \\ { \eta \dot { A } _ { \alpha } \epsilon ^ { \alpha \beta } \partial A _ { \beta } - \partial A _ { \alpha } \cdot \partial A _ { \alpha } , } & { i f D = 4 k } \\ \end{cases} \right."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/290.jpg,"\frac { 1 } { p ^ { 2 } + m ^ { 2 } } \left[ \eta _ { \mu \nu } + \frac { p _ { \mu } p _ { \nu } } { m ^ { 2 } } \right] ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/291.jpg,"X \biggl | _ { { \cal I } ^ { \pm } } = O \Bigl ( \frac { 1 } { r ^ { 3 } } \Bigr ) \quad , \quad X \biggl | _ { { \mathrm { i } } ^ { 0 } } = O \Bigl ( \frac { 1 } { r ^ { 4 } } \Bigr ) \quad ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/292.jpg,"J _ { \perp } = { \frac { m _ { f } H _ { p } z ^ { 2 } \dot { \theta } _ { \perp } } { \sqrt { 1 - H _ { p } H _ { F } v _ { \perp } ^ { 2 } } } } , \ E = { \frac { m _ { f } } { H _ { F } } } \left[ { \frac { 1 } { \sqrt { 1 - H _ { p } H _ { F } v _ { \perp } ^ { 2 } } } } - 1 \right] ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/293.jpg,P _ { G S O } = \frac { 1 + \left( - 1 \right) ^ { F } } { 2 } \frac { 1 + \left( - 1 \right) ^ { \tilde { F } } } { 2 } .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/294.jpg,g ^ { 5 5 } = g ^ { \mu \nu } V _ { \mu } V _ { \nu } \equiv V ^ { 2 }
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/295.jpg,"\pi _ { 1 } ( { \cal M } ) \stackrel { A } { \rightarrow } G , A : x \mapsto g ( x ) \in G"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/296.jpg,\Delta _ { \pm } = { \frac { p - 1 } { 2 } } \left[ 1 \pm { \frac { 2 } { q - 1 } } \left| k - { \frac { q - 1 } { 2 } } \right| \right] .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/297.jpg,S = \frac { 1 } { 2 } \int d ^ { 4 } x \epsilon ^ { \mu \nu \alpha \beta } \epsilon _ { a b c d } \bigg [ ( { ^ + } \tau - { ^ - } \tau ) F _ { \mu \nu } ^ { a b } F _ { \alpha \beta } ^ { c d } + ( { ^ + } \tau + { ^ - } \tau ) F _ { \mu \nu } ^ { a b } \tilde { F } _ { \alpha \beta } ^ { c d } \bigg ] .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/298.jpg,"e ^ { - W [ J ] } = \int e ^ { - S _ { L } ( Q , \tilde { Q } , V ) - J . ( Q \tilde { Q } ) }"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/299.jpg,V ^ { \alpha } = C ^ { - 6 } X ^ { \alpha } = ( 1 + r ^ { 4 } ) ^ { - 3 / 2 } X ^ { \alpha } .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/300.jpg,\delta S = \frac { 1 } { 3 } \int d ^ { 2 } x d _ { i j k } ( \partial _ { + } \varphi ^ { i } \partial _ { + } \varphi ^ { j } \partial _ { + } \varphi ^ { k } \partial _ { - } \lambda ^ { + + } + \partial _ { - } \varphi ^ { i } \partial _ { - } \varphi ^ { j } \partial _ { - } \varphi ^ { k } \partial _ { + } \lambda ^ { -- } ) .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/301.jpg,U _ { 1 } G U _ { 1 } ^ { \dagger } = \partial _ { - } \Pi + { \frac { 1 } { 2 L } } \int d x ^ { - } g ( { \vec { x } } ) .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/302.jpg,"I _ { n } ( m , x ) \equiv \left( \frac { x } { 2 m } \right) ^ { n } K _ { n } ( m x ) ;"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/303.jpg,"\hat { A } _ { ( d ) \mu _ { 1 } \cdots \mu _ { d } } = c a ^ { d } \frac { \epsilon _ { \mu _ { 1 } \cdots \mu _ { d } } } { \sqrt { | g | } } , \Rightarrow \hat { F } _ { ( \hat { d } ) \underline { { y } } \mu _ { 1 } \cdots \mu _ { d } } = c d a ^ { d } \log ^ { \prime } { a } \frac { \epsilon _ { \mu _ { 1 } \cdots \mu _ { d } } } { \sqrt { | g | } } ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/304.jpg,- 2 \frac { d ^ { 2 } } { d ^ { 2 } x } T _ { 0 } ( x ) + \frac { d } { d T } \mathcal { V } ( T ) = 0
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/305.jpg,E = \int d x \left[ \frac { 1 } { 2 } \dot { \phi } ^ { 2 } + \frac { 1 } { 2 } { \phi ^ { \prime } } ^ { 2 } + ( 1 - \cos \phi ) \right]
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/306.jpg,S = \int { d \tau \left( \frac { 1 } { 2 } g _ { \mu \nu } ( x ) \dot { x } ^ { \mu } \dot { x } ^ { \nu } + A _ { \mu } ( x ) \dot { x } ^ { \mu } + V ( x ) + b _ { 1 } \dot { c } _ { 1 } \right) } .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/307.jpg,"X ^ { I } = \left( \begin{array} { c c c c } { x _ { 1 } ^ { I } } & { 0 } & { \dots } & { 0 } \\ { 0 } & { x _ { 2 } ^ { I } } & { \dots } & { 0 } \\ { \dots } & { \dots } & { \dots } & { \dots } \\ { 0 } & { \dots } & { \dots } & { x _ { N } ^ { I } } \\ \end{array} \right) , \ I = 1 , \dots , 2 6 \ ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/308.jpg,\partial _ { \mu } \left( \partial ^ { \mu } \lambda ^ { \nu } - \partial ^ { \nu } \lambda ^ { \mu } \right) = - \frac { 8 a M ^ { 2 } } { e ^ { 2 } } \partial _ { \mu } \partial _ { \theta } T ^ { ( \mu \nu ) \theta } .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/309.jpg,"\left( t ^ { 1 / 2 } T \right) \ddot { } + S ( t ) ^ { 2 } t ^ { 1 / 2 } T = 0 ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/310.jpg,\Gamma ( E ) = \int d ^ { D } p \ \Theta ( E - H ( p ) ) \propto p _ { \mathrm { m a x } } ^ { D } ( E )
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/311.jpg,( D _ { 1 } + i \sigma _ { 1 } D _ { 2 } ) \phi = 0 a n d ( D _ { 1 } + i \sigma _ { 2 } D _ { 2 } ) \chi = 0
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/312.jpg,E [ A ; d x ] = \exp ( i g d x ^ { \mu } A _ { \mu } ) ;
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/313.jpg,< p h y s | J ^ { i } ( z e ^ { i 2 \pi n } ) | p h y s ^ { \prime } > = < p h y s | J ^ { i } ( z ) | p h y s ^ { \prime } > .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/314.jpg,"i D _ { 2 } ( k ) = { \frac { i } { k ^ { 2 } - m _ { \varphi _ { 2 } } ^ { 2 } + i \epsilon } } , \quad ( m _ { \varphi _ { 2 } } ^ { 2 } = \xi m _ { b } ^ { 2 } = \xi g _ { m } ^ { 2 } v ^ { 2 } ) ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/315.jpg,\sigma = \exp [ - \int _ { r } ^ { \infty } ( \frac { 2 R _ { g } ^ { 2 } f ^ { 2 } \exp ( - 2 \Phi ) } { r } + r \Phi ^ { 2 } ) d r ]
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/316.jpg,"Z \left( \beta , L \right) = Z \left( L , \beta \right) \ ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/317.jpg,M _ { A D M } = \frac { 2 \pi m } { \kappa ^ { 2 } } l _ { 1 } l _ { 2 } l _ { 3 } l _ { 4 } V _ { 3 } ( \cosh 2 \alpha _ { 1 } + \cosh 2 \alpha _ { 2 } + \cosh 2 \beta _ { 1 } + \cosh 2 \beta _ { 2 } )
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/318.jpg,"\Sigma ( p ^ { \prime } ) ^ { \prime } - \Sigma ( p ) ^ { \prime } = q _ { \mu } \Sigma ^ { \mu \prime } ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/319.jpg,\Delta x \ge \frac { \hbar } { \Delta p } + ( c o n s t ) \frac { \lambda ^ { 2 } \Delta p } { \hbar }
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/320.jpg,"\delta g = - h ( x ) g + g \epsilon \quad h \in { \cal H } , \ \epsilon \in { \cal G } ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/321.jpg,\omega ( p ) = p \cos \theta ( p ) + \frac { N g ^ { 2 } } { 4 } \int \frac { \mathrm { d } p ^ { \prime } } { 2 \pi } \frac { \cos \left( \theta ( p ) - \theta ( p ^ { \prime } ) \right) } { ( p - p ^ { \prime } ) ^ { 2 } } \ .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/322.jpg,"c = \frac { 1 } { \Gamma ( \frac { 1 } { 5 } ) \Gamma ( \frac { 2 } { 5 } ) \Gamma ( \frac { 3 } { 5 } ) \Gamma ( \frac { 4 } { 5 } ) } ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/323.jpg,t _ { \mu \nu } ^ { \mp } = c _ { \mu \nu } ^ { \mp }
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/324.jpg,\left| \left( \begin{array} { c c } { [ m ] + [ \Delta ( \Gamma ) ] } \\ { ( m ^ { \prime } ) } \\ \end{array} \right) ; ( \Gamma ) \right\rangle =
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/325.jpg,"M ( L , T ) = \sum _ { n } | \langle 0 | { \cal M } ( 2 L , 0 ) | \Phi _ { n } \rangle | ^ { 2 } \exp ( 2 i { \cal E } _ { n } T ) ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/326.jpg,"\delta S ^ { s p i n } = - \frac { i } { 2 } \omega _ { a b } \sum _ { i , j = 1 } ^ { n } \int _ { \Lambda } ( D _ { c } - \frac { 4 x _ { c } } { R ^ { 2 } } ) [ \frac { \partial L } { \partial u _ { i , c } } ( \Gamma ^ { a b } ) _ { j } ^ { i } u ^ { j } ( x ) ] d \Omega ( x )"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/327.jpg,"f _ { - 2 } = \int _ { 0 } ^ { \infty } u F ( u ) d u , \quad f _ { 0 } = \int _ { 0 }"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/328.jpg,"\gamma _ { 1 , 2 } ^ { r e s } = \gamma _ { 1 , 2 } ^ { b o u n d } \pm \triangle \gamma ( c ^ { ( I ) } ) , \qquad \qquad c ^ { ( I ) } { o f t h e f i r s t k i n d }"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/329.jpg,B = \pm \frac e 2 ( | \phi | ^ { 2 } - v ^ { 2 } + \frac { 2 \kappa } e N )
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/330.jpg,"i \frac { \partial \psi ( \vec { x } , t ) } { \partial t } = [ { \vec { \alpha } } \cdot ( - i \vec { \nabla } - e \vec { \bar { A } } ) + \beta m ] \psi ( \vec { x } , t ) ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/331.jpg,E ( C ) = \int _ { C } d \sigma ^ { a } d \sigma ^ { b } \epsilon _ { a b c } \ \frac { \delta } { \delta A _ { c } ( x ( \vec { \sigma } ) ) } .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/332.jpg,"E _ { 0 } = | m | { \psi } _ { 0 , m > 0 } ^ { ( - ) } = N _ { 0 } e ^ { i p x _ { 2 } - \frac { 1 } { 2 } \xi ^ { 2 } } \left( \begin{array} { c } { 0 } \\ { 0 } \\ { 1 } \\ { 0 } \\ \end{array} \right) ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/333.jpg,"( U _ { 1 } U _ { 2 } . . . U _ { M } ) ^ { - \sigma } \sum _ { i } ( \prod _ { a } H _ { a } ^ { - \Delta _ { a i } } \prod _ { b } U _ { b } ^ { \Lambda _ { b i } } ) ^ { \sigma } \sum _ { m _ { i } = 1 } ^ { r _ { i } } d z _ { i } ^ { m _ { i } } d z _ { i } ^ { m _ { i } } + \sum _ { \alpha } d x ^ { \alpha } d x ^ { \alpha } \} ,"
